9171,-1407,-175,9622,-6003,-4485,2642,9000
9150,-2429,9291,6425,5592,9745,-880,-7764
-8653,6064,-7490,1450,-2812,-8276,5064,-542
8211,-1063,-5982,-957,2705,726,688,-3894
3588,-4740,-1395,-6581,-7969,4228,-2764,6888
1062,-3297,-9154,5317,-1674,4906,6710,2527
-8383,8852,-5790,-8867,-2609,-793,-7206,453
8703,-238,4371,2906,-9376,-6797,-6325,7366
3842,-6736,-10000,-4266,-1811,-3881,-9043,-3170
8664,-5914,800,-4807,-9933,-2676,8506,-4261
-9690,9507,4374,-9244,2953,-5157,-163,-8487
2885,7689,3944,1941,-1650,-1598,3573,3861
-5132,287,-3238,2703,-8701,-7364,-3221,9529
5981,-3325,1395,-2198,5756,-4940,-6932,8271
-3291,2666,5204,9503,-8088,8609,2797,1047
6091,731,-7904,3239,-6111,-729,-7261,-6076
-9055,8615,534,9301,-7615,6448,-387,-7052
-2413,3697,6934,-6410,-694,198,7504,-2842
403,4847,-2001,-824,4651,9250,-2059,5924
7810,-1204,-7439,8241,9945,-6595,-1508,4806
-4561,-9298,-5743,8180,9961,-1708,-8058,1026
2974,-7382,6850,-8249,-7398,6099,8420,7787
-6392,3880,-2529,-6497,7218,-4551,-8913,-1361
7362,-7637,9425,5935,1690,6007,9423,6679
1681,9000,5020,7495,3089,-1375,-4270,5373
-5568,-9209,-3,-6593,-8458,-645,3455,381
-4045,-5451,1599,-1136,1220,2862,-1278,-793
-8426,2610,-2489,1854,-3948,-3041,1587,-8010
-9499,-6479,2317,3077,2932,-811,-778,154
8815,-593,-4459,5953,9949,3532,2069,4431
-6168,1413,-137,-8641,6488,-3839,-1736,-4122
8855,5113,3208,6528,-2267,9888,7620,-9351
-5518,-1934,-1703,4999,-8013,6228,-8022,8916
2270,3853,9388,-4654,5629,3982,9979,-4412
-9665,5883,4062,-8458,-8125,345,3375,-4484
-360,-9752,-2201,9863,-3534,-5478,4938,-3462
-7978,-6960,-7173,3884,-6043,-3851,1764,-6993
2149,-2372,6432,9810,6770,-3541,-2091,6831
-21,9711,1494,-6949,4647,1341,3598,-3399
-6651,-3318,-4469,1640,-999,-4387,-4485,6583
-7257,8247,2174,3193,4057,1891,2538,1109
9606,7403,-8384,8155,8779,-6471,-9895,-2259
5647,-7342,-1808,-1502,-3379,4699,5441,-746
-1734,3639,8503,-3972,-6052,2960,3366,-1138
474,-2319,6378,5321,277,194,281,2803
8606,754,5502,2914,3041,-7881,9714,-8078
6735,9947,-6053,-4741,-451,-5753,8913,-3000
-1075,4208,6215,881,-1687,6689,-1889,2439
9647,-7401,9357,1661,226,1307,4905,-8293
-7795,9622,9393,-8616,-6534,1248,-8404,-9644
-5059,7885,-865,-1268,4515,-4745,-3594,2644
6986,-1587,-886,2438,8690,6622,-611,2175
-6795,7164,-2598,-8929,-6010,-388,-4114,-5856
4934,-2487,-8045,4847,4340,-4189,-2795,7295
-4004,-7461,-9606,-8541,-3373,-7167,-4938,-9546
-622,5438,7238,2575,-9465,466,-4408,8837
-8577,6129,-671,1309,-2851,4328,-8818,-5083
5083,-6227,-8682,2536,-7840,6926,766,6499
8428,5784,6479,5414,-3998,3217,8623,1359
-3245,-715,-3356,3833,5319,-9659,-4426,1958
4065,-7965,-5152,8485,-2652,879,4617,-4061
5682,-2565,3711,-5274,-3858,6857,5936,8629
-6486,7928,3018,-1504,434,-8154,-5752,-7167
96,5566,-5209,-8215,-7491,7921,2306,5910
-9605,9630,7562,-592,8211,7641,-2232,-2016
9185,8969,-8350,6705,-9027,-6924,-5160,-8516
6079,2983,-1465,-1631,4456,2070,-5151,5594
2530,-6914,7858,-8234,6877,-4279,-1619,2994
8190,7257,9132,925,5920,2716,6058,9379
6174,-9699,-1386,744,-2022,-8186,869,3483
-6360,7156,-8083,2656,-9404,3895,2216,-823
-1574,7233,3348,4982,3802,-7993,-7981,-7885
6160,1157,-3219,3196,603,-1375,-8525,5283
-6723,-7919,-9521,1408,6125,4040,-448,564
-4774,-7679,2867,6613,6981,3871,-9828,1682
9123,-9840,6876,3554,-4814,-4599,5013,8457
9099,-2320,117,8429,-8320,6573,5274,9417
8896,-2785,619,3878,-7126,-9337,6780,-7890
-7640,-2092,9523,-5414,-8779,-9999,-2085,2718
5714,8684,-8510,-1519,3344,-9859,3721,-9440
-9460,-2288,-8895,-9843,-8215,-1401,-32,5793
-4498,6622,-2646,-6724,-6763,-9714,260,-7301
-3487,8623,3145,-1336,-7638,6126,-6703,-6247
-2252,9031,1898,-4056,9037,7738,7311,2237
-4204,-3702,1806,-7642,-724,1693,-923,-4721
-9651,-9155,-1660,-54,8781,-7918,-7034,472
-6878,-5694,-5425,-9312,-7184,-1865,-4885,-2601
-3209,-6981,6737,8787,-5408,-1791,9971,-1227
-7757,7653,-2982,-1160,-5711,8380,4145,6030
583,4478,9002,167,-5421,1533,-143,-557
1879,956,-5005,2595,-4854,-1956,7022,-9369
-5536,-2878,-908,-4007,-9293,-1555,5244,7372
-6019,-8201,2420,2951,4750,-1697,6947,3537
6641,1441,1477,-8563,1809,1532,8999,1186
-4755,-1472,6879,7397,7328,-1659,-5491,3701
-9817,-188,-2601,-1118,-9131,-1871,-534,-7686
6634,9474,9076,3444,3769,-8205,-7118,516
1975,3880,2584,-2672,7517,6359,-8586,-2245
-1761,8758,7319,5445,9485,3775,-2146,659
-1753,-6338,-2681,6192,1799,-389,7980,-7026
-8481,8237,-6741,-4542,-7398,-5790,-5378,3472
-7607,-6256,3596,8932,7794,2841,-7286,-9425
4948,5461,6078,9384,-708,1435,-9574,2210
-7805,-3955,-6482,-9814,-9220,8532,6559,-6426
3991,4844,-2932,6839,-3633,-9537,-4154,9468
4173,6887,5400,-8362,-7025,-6219,-6318,-2317
587,5216,8604,-1027,1906,-9841,4216,-3363
-5495,3125,-3855,-858,5025,-7064,1161,-7797
4105,-5506,-2868,6349,-4553,2385,6501,-6711
-523,-9005,-3429,-6978,-3896,8419,809,6841
-182,-9792,-8779,-7575,-1932,-4362,2625,3663
5361,9343,615,-1117,-6970,8902,-235,2816
2968,-9988,5895,-8959,-4037,4765,1872,7488
7154,-7527,-1817,-7679,4938,-4079,-5553,-3347
-1991,-1111,-6177,-8569,-9635,-3143,-1538,-3038
2842,3288,-4652,8926,-9279,-8394,-1665,-9930
4859,-6012,-5638,-2045,-885,-4598,8760,-5661
-4060,-2302,9541,6556,-9904,3381,-9471,-4305
-9985,-1290,5195,4687,51,-9403,-6148,6569
877,-3252,-3782,5403,-4654,3604,1157,-4809
5700,-5672,-3524,5939,6069,6955,-2807,3075
7640,4757,865,5318,6144,-8182,838,9397
7068,7192,1155,-541,-7455,9401,-4371,-5537
-7896,-8935,6672,1610,-528,-3476,9594,3709
5919,-5899,4898,-1090,-9082,3692,36,540
-8706,-1295,4016,939,6649,4929,-5718,-7829
8390,9483,5434,-4933,7867,-8807,1074,-2130
-772,8486,1058,-5176,-9714,-1358,-7209,1543
-4476,-8408,-9312,-389,-4333,-8075,813,-3693
2600,7985,-8693,-1420,5501,-5719,-2282,-6424
9149,9,-1480,6868,6341,7822,1747,4736
-1947,2312,-1165,7679,-800,9045,-9476,-3366
-3715,-9870,8039,-7784,-3344,5297,4007,5837
4768,-1783,-9233,-6262,-5778,3656,-7090,-6078
8376,4857,8484,-3046,8947,-7312,6889,9928
9637,9280,2830,6046,-1962,-7516,-7224,-9638
-6520,4992,3988,-1883,-4443,-5656,2617,-5683
1033,1360,343,-9920,1932,-9250,8825,-2540
8091,8427,8806,9183,-4964,-9046,8509,-1464
-8067,-3919,-1543,-6617,-3732,7350,1087,877
9002,-9753,-1856,-4547,5764,9222,4380,-5937
-5459,-6285,1553,-3103,-6327,-3238,4727,-8895
602,-8074,3230,-3720,-5597,-2379,5759,-9426
8790,-9512,-7048,191,7949,3507,3006,-6332
3045,-9673,-3085,5099,-9799,-1017,-2023,9014
-2982,-1972,6875,970,8681,1110,-1011,3558
8103,-808,-6264,-9580,-4033,1969,6212,-786
5731,-1898,-3416,1540,-9148,-984,-6287,5955
5741,-9229,-5081,4540,9708,-1743,-7282,-3038
-3329,-8896,9638,-9849,6676,-5534,-2707,2551
6171,9071,-2077,7240,-2071,7768,-6085,8853
-2438,4689,712,-9365,-5999,-4551,-1336,-2674
9983,-9359,-453,-4626,-4246,-7287,-4347,-1939
-3462,-5990,7760,8760,2876,820,-3031,-8930
4456,7246,-5719,2169,-4133,7112,-9442,-2861
4562,-5786,7771,-7275,-5451,-8798,3010,9585
9862,9800,5678,-5036,6251,4161,-3169,-9563
3282,7690,8515,9492,-3770,-928,1356,-2371
3731,-8133,1975,-8116,-8114,6472,-6723,4200
8964,3377,-9926,-7184,-6632,8736,2890,7560
9969,-4437,-2402,-5607,-6320,1454,-3547,-5219
-1550,5326,-8472,3679,-5462,-5821,7321,-5830
-3527,7089,6743,-9835,-7799,3349,3192,-3866
1722,1296,5744,-40,-4101,2482,6170,7016
-7360,-6831,7561,1254,8405,7115,-9390,-5370
4606,9125,787,7301,-5218,8926,6453,5155
-1736,4097,6568,-7096,9986,-8448,-1119,1293
-2868,-9679,-7735,-4567,1298,6241,-474,-1077
1899,5864,-5249,-2812,-4196,5094,6061,1793
-5360,-237,-9328,4494,-3771,-5956,-4700,-4790
6196,-8753,-214,-6591,-2939,-3823,7569,9841
8634,-1878,284,5893,3659,-5866,-393,6734
-7007,-9321,-5051,-1818,4599,6437,-9327,-5394
5454,-3571,7290,175,-3541,1065,6821,5815
475,-3589,-4369,7948,-9585,-9385,854,7836
-3494,5674,4525,-1474,2235,2292,-4842,-3470
-6813,3444,-6402,-1176,-684,3938,-3383,254
1807,-2597,-3758,7364,5814,-8115,6023,2694
-5139,6334,-4237,-4297,9435,-3749,149,3752
-5802,8887,-2,4108,-4518,-5849,8352,25
-3707,96,8160,-3889,8923,-4428,6462,-7867
-2100,-6743,3565,9382,-486,4779,-3601,-1179
1684,9193,5256,8057,2131,-7495,9903,5266
-458,-9539,-9421,-6735,8728,9656,-3700,7692
-7092,9398,354,-7743,-3492,6511,-652,8419
5200,4088,-3341,5499,-5400,-2987,1667,-531
324,1682,-825,-7991,1778,-2857,4559,-2521
-9275,-2831,-7657,-9768,-5871,9897,2982,-5896
7162,6012,9184,678,4524,7478,3627,5799
-2551,-8841,7781,787,1676,-2674,-1267,-7033
9241,7429,8470,7440,1101,-113,9058,-6901
5423,-2217,6671,-3813,-6863,349,3022,7758
7813,-2348,4051,5558,-663,-2209,-8763,-5707
7258,382,-5103,-1251,-1868,-5244,-3425,6317
-4902,-8562,-4366,5330,-2496,-4882,-1037,-7930
8908,-5275,-58,1408,8865,-2935,-1449,-8274
1237,5051,-298,-7722,-1783,-621,-6353,7312
-6922,-1672,-5689,-486,225,2531,2617,-7090
5687,6044,6205,3704,5546,1341,-9826,3686
-2199,624,-5397,-4326,1434,-1299,-4554,9947
5176,8180,1899,1786,-2501,2304,-7391,9898
947,-9711,-8713,-9720,-8751,6273,1482,-8445
1555,-9034,4786,3632,3468,5962,1959,-1442
-6076,8268,-9890,-8031,-6632,-3951,-505,8222
1592,7366,83,3960,-7079,-4257,-4291,-4467
