9341,2414,-2955,2893,-5718,2977,3104,-7624,-963,1027,-8765,-5296
-5535,-1868,6236,-9799,1753,-2087,-2473,8558,496,8447,-9666,-6981
-573,-5466,-5524,-3449,-3365,-7741,487,-7543,9937,8723,-3444,9380
5505,5371,3142,-7005,-2294,-789,8707,-9913,8654,-3671,6161,-7978
6149,5235,-5219,216,6260,-1131,8700,4764,3445,-6391,-4683,3488
-2875,-607,9473,-1704,-702,-9877,8662,-7929,8212,3489,-2062,7393
-1083,-6864,-5509,63,-9099,7312,-5664,-8427,3560,-4762,2698,1879
-8856,798,1586,-1584,-5580,-9262,-9464,-128,5089,-7866,560,222
2873,-7504,9608,9948,-8745,-9277,-1730,-2556,-1466,-1802,-122,-4819
-3935,7059,349,4706,-6989,1283,-5592,5292,-532,-9046,9311,-6916
5715,-1177,-3765,-4827,-5048,8913,6224,7729,-7527,-1099,-1478,3041
156,-9339,-5726,-664,-4566,5014,-5014,-5893,5230,-5805,5756,8249
-505,6164,7417,4866,1707,-7425,-8112,1234,7878,-2059,-4237,9139
-8775,2504,-1989,-481,608,-6861,-5283,-4396,7833,1878,-4515,9959
5621,-1258,-2063,7787,5561,5517,-3407,1519,-3003,3249,3420,9987
-456,8582,7458,-1104,-9017,6502,1998,5542,6540,9465,-4539,-3642
8802,9516,9160,-2142,881,-4491,4574,-698,3898,5234,-4738,-8269
4705,-5948,-4510,-6425,1767,-2592,4711,-98,9032,-860,474,-8684
4813,-7769,-7615,-3832,-5086,2752,-1668,5104,3117,-4188,9909,-1271
-4071,313,937,-6647,855,-6612,-7676,9900,-3003,6348,5568,4121
-9622,-109,4845,-5071,9085,3239,4727,8348,-5832,-4741,-2173,568
9727,-9854,1041,-650,6248,6654,2966,584,3195,-2920,9761,-9234
-7167,-6844,1010,5992,7557,7853,7580,-2882,2669,-9820,3115,-4809
-5394,-1857,-4649,-3104,-8733,8423,-7829,8013,-4904,8427,9566,-6532
-1926,-1252,219,-4861,-7778,-8495,4615,7212,6932,-7900,8349,-8437
-8119,9892,-5109,1061,-5114,-2984,1931,-6162,9877,9800,4150,684
7198,-8481,-3852,8470,7301,-92,6451,-6125,2402,4812,8357,3565
-2357,6231,-8102,7229,385,-6261,-2480,-5818,-6595,4998,-5695,9197
-5819,-8157,-3911,5853,7836,8950,-6432,-9768,-1536,6407,5184,-106
2488,7617,63,-149,-3161,5704,1374,-6447,2594,1414,4610,6570
4561,2793,6812,-3864,-9603,-8168,-2032,2765,-1438,4325,-2294,-1421
9372,6953,2417,2760,-7136,5717,-390,-7452,5464,-6844,3947,-2934
-7646,-951,1828,5300,-6740,-7074,3400,-2517,4446,3277,-7113,2684
2575,9617,4248,6043,-2740,2918,-364,-5831,6605,-625,-6525,2209
4498,-581,-9642,8050,-9028,4513,-8681,8325,-9560,-2079,-1313,2191
913,-8429,-721,-8992,5452,8540,9961,-9892,6363,3117,2030,4804
-7889,2138,-997,-4845,3250,-5177,-1459,2125,125,3003,7431,8339
-6969,4493,-476,-8764,6104,-2380,3361,2521,-3193,-6424,5455,2840
-2720,3918,6270,6700,2987,5632,8629,-1819,1217,-3906,2026,3411
-8408,-2362,-6184,-2442,-9694,7416,6766,3684,-3956,-4951,-3640,4734
8504,-2543,183,-252,-1481,-1965,9126,-520,-5673,-6364,1968,6455
-2220,1800,-3800,8979,-7635,4564,-7769,-7605,-4078,1789,-4968,6683
7117,381,77,-9715,-4077,8990,6158,-4175,7954,1543,9432,5368
2609,-3188,7062,4014,-4274,-9220,1256,-6986,1276,3191,7922,9343
8619,-3638,3100,-4228,731,-6406,-7721,3108,5522,9829,7429,-6469
-4771,-9591,-7459,3500,9835,2472,-5602,-9299,1272,-7254,-6295,-2050
-6563,-1060,-452,-4133,6046,-7438,7507,-8741,6516,6550,8867,9731
4095,7559,7310,-4269,8863,6873,406,1131,2927,8914,5787,1919
-8464,1594,-3994,-5669,6682,1035,-4114,-3748,4569,-554,-944,1530
-8678,1374,4226,93,1227,-980,1735,-4507,-6593,-2242,-614,-7300
1260,-9411,-2863,2613,-1063,-7858,3189,2931,9393,2260,-2689,-7072
-4353,9441,-63,2419,210,2419,3760,-2163,6457,-1926,-9412,5331
-979,7506,-4897,-6459,-2759,-7489,-2574,-5584,-4273,-8963,-8233,-6637
-430,-5026,2518,2612,7082,5737,-45,471,9974,4080,1285,5354
-3728,3165,6724,9028,-4407,-203,-13,331,-2144,-7807,2348,1890
-4857,3918,8769,-9836,126,5283,-8604,8457,614,8924,7935,1078
-2100,644,509,7844,2177,8403,2696,1708,-8695,7593,445,3940
228,-5122,-9724,4482,3427,6890,3706,-9308,1428,7173,-631,-5065
1226,7806,1115,11,-8063,7969,-7014,-8949,5691,-8622,9236,-2070
-5063,-3361,8951,-4731,2792,-7522,-5824,-2908,-7596,-5623,4302,2258
-250,6160,6882,6886,-2124,-2535,-5334,1781,-905,286,402,1921
4334,-365,6481,9275,1568,7793,-1116,639,-9134,-8407,3807,4099
-4028,-9012,-4918,-4629,-6611,-449,8458,9205,-5562,-6419,-5847,-5385
-9364,6286,6385,-8058,8102,2951,748,2390,-8513,-9380,-7582,-2668
8217,-2151,8000,7966,7584,2690,9136,644,-6276,8118,-7950,-5836
7803,8689,3186,3019,1548,6504,2346,-1918,-2432,4449,-6548,-4151
648,-1831,9310,-2224,953,768,3721,2077,7734,4827,-9158,-2405
2810,7485,-7787,9883,3722,7224,4494,-5006,-4436,3635,6567,-3936
3728,-8236,3884,-3171,-8122,-7542,-2310,-5645,4439,-2188,1537,5931
3812,-9430,-3528,-6646,9860,-6753,-2235,8067,-1878,-2064,3224,9880
-8279,1141,2405,-2456,-2777,-3307,5830,-8833,-6465,7242,1706,-1429
8229,3295,-5302,-6266,6487,7900,-3503,9578,9607,6846,-2389,-1058
5393,3668,-634,5307,5662,4750,9156,8252,-1202,-6108,9491,2154
-6593,8704,-3459,3767,4879,2188,-1992,-371,-529,-930,9290,3525
660,2270,-6515,-9406,-3777,983,-3171,-5874,-2313,7948,-3428,-3078
1897,5423,1068,-264,6309,3596,2561,-9537,-2150,-8372,4185,571
-8625,3929,-3478,3189,2780,-9497,856,-5492,3397,-408,2856,-6399
-1884,1571,-9717,729,-9980,53,-3942,-5129,4702,2274,265,-819
-8545,-7439,9248,-1823,6791,8067,1085,-4363,8641,-4740,-6099,-3814
-8814,-2778,-1588,6428,-821,517,6267,6186,9114,4677,9276,-8106
3475,-7858,6462,-3109,-1847,8160,7677,-2335,-4631,-5325,-4773,6420
-7585,-8922,-1939,2673,-5692,-9427,4187,-8355,-9616,-2819,8159,6769
2298,8305,-6923,-5360,-9989,-5701,5337,7658,5121,3505,1787,8752
5576,-410,1283,9832,-2352,5423,9311,-7889,7724,-714,-7785,9026
7254,9403,8259,-9624,1091,2941,655,9538,-7206,-8724,1408,6183
9549,2742,-8886,-1967,8299,6051,7155,6683,-5074,9153,5891,5189
159,6431,9068,4656,2807,-2007,2418,-1521,273,-7806,-1322,5762
5027,-4620,-4839,2045,-7830,1753,4077,6604,4606,-2993,-2300,4219
-7140,-5536,-2852,8980,4823,1909,3320,968,-3426,-6912,-9362,-5689
-6421,-7011,-7929,-8921,-5022,-3635,1967,2722,3384,558,4245,-5539
-9880,-6400,8128,7672,-7502,-2652,-4677,6819,2091,3013,8317,4868
8756,9001,-2412,-4292,-7209,7956,6294,3264,-6715,-7464,-1620,2024
2886,-1370,5441,4888,2026,6822,3248,-2294,-484,2529,1997,-3064
4556,7479,3031,-1552,-2813,7669,6858,-8309,7207,5689,4652,-5949
5693,-1340,5408,-5936,5684,5169,-4715,-5103,-9129,4474,-2257,4174
3136,-9743,-3247,-3556,-7686,-4286,7097,8166,-3358,-8086,-9827,878
-6326,4477,-9117,-7717,9464,571,8069,-4030,4961,2717,5548,-2692
-5293,5674,4924,-297,6497,-2990,-6943,6855,7939,-12,-3308,-3259
-6094,-4069,-5433,-4230,8661,3902,4793,-358,6224,-1109,4669,-3632
-1175,-3511,-1950,3334,5231,-9699,-8292,5829,-4945,4476,5813,-7411
-4364,6675,-2539,-1978,-6246,-8126,-636,47,-8453,-7445,-6751,-8566
-5827,2566,-4985,4198,828,339,-70,1687,-9926,8630,-7472,1801
2145,-4856,8430,-4750,-921,7283,-9311,5533,-5997,-7183,8176,-8291
3028,8151,-5637,-8529,1682,-3609,3955,-5971,-8806,6021,4917,1582
-5930,-5412,4409,3791,-8321,6504,550,-4621,-8121,-2624,-7023,-1157
9382,-3702,7160,-6344,-5416,-2737,9761,-2942,-6386,9705,-2723,8982
-5781,2599,-870,-6662,2448,806,-5968,-4635,9445,-9837,-676,-2517
9764,-1414,8992,5289,9310,6177,-7359,-9857,-637,254,-6297,4257
-1487,5589,-8853,1624,-2951,-730,-9114,7337,4693,6929,1084,7859
6062,667,-8856,371,4736,1054,6754,-645,-2161,7240,3018,-4304
-4429,11,-7250,-7495,-791,-6810,-6479,-1090,-406,-9906,2314,1057
3679,-163,-8387,6352,-9690,-844,-844,8637,2006,-8869,6613,4783
2622,8584,3592,5021,-8981,-1616,-4693,3822,-4167,3074,226,-3655
-6841,-4921,-878,-7977,-8887,6933,-5382,-2360,-6216,8243,6523,-1956
-1482,1541,-5324,-8853,2843,9695,-6782,9669,-9065,-2250,-8074,-9673
-706,-7320,-6033,2254,1158,5519,46,8366,-4274,-4051,8793,-2951
-1625,2992,538,-8169,-250,3260,432,-7429,-729,-2238,-4140,7060
5559,-8397,-2476,9432,6086,-2437,6885,-9934,4,4072,8391,-8728
-5377,-1335,-7615,7028,-591,-949,-4492,-2751,-2861,4593,3701,7132
-6111,3996,5769,-6445,5592,309,-9730,7733,-4881,1668,-441,-6213
7910,-9641,-992,-8450,-2538,-6576,-5448,992,-7496,5858,-6740,-9642
-5727,-1919,-7500,-832,-8616,-6747,-37,7186,9357,-6119,5907,-5906
226,-7897,-5261,-1152,-8557,7992,-4184,-334,-6329,-451,-4494,1169
-51,5288,-3811,730,1026,7698,-8260,1704,-4078,3010,6618,-1356
-9180,8089,4444,-4055,5674,-3512,918,2170,6257,-7142,-4032,-992
5309,9110,6880,6181,7168,-2855,-6982,-8401,310,4124,-212,6245
2802,-1046,4610,-324,9500,-3422,5443,-2516,-5627,9415,-6585,-9818
-1050,3838,-6435,-6867,-7796,7466,-7679,-700,-2564,-4901,5574,2277
4969,3244,-5702,7155,-5343,3364,6721,1573,4058,3093,-1641,2749
7075,2857,-6914,-4070,-8834,-8341,3014,9070,4074,-8824,1878,6426
-7605,2844,5612,-6532,-3571,2521,521,-209,6720,-1454,-809,4057
7247,8692,9820,9400,-7680,-6736,8603,3864,-1121,-5790,-460,7181
5056,-73,-2301,1787,9204,-1003,4721,9535,-165,-8110,6787,8562
-5902,6914,-1005,-6133,-3605,2533,3133,-5051,-4468,224,-7152,2359
-2489,-3648,3867,-212,-6633,-5439,663,-5712,-5538,-7351,5441,-1271
-6901,-7402,-9170,-1845,-8522,1138,-2981,-3413,8905,-7506,5538,2492
-4768,-7723,-6674,-4443,5512,-8535,7517,7500,3398,-6153,7876,-8362
-5870,5222,-7206,-5036,7577,1480,5157,3892,3898,-2250,8527,7311
2241,-4983,8436,-1050,-6759,-3251,2024,6751,-2265,1831,-8454,-8141
9820,-5119,6987,8931,9905,8288,-2403,-419,9755,-7892,1136,2747
8080,6110,-6922,-7374,-6540,-3542,5388,-6863,-140,-9988,-9341,3920
2702,-1067,4588,-9994,8123,4782,7928,-3933,-8663,5343,-7298,1469
8195,3113,333,3539,9056,-1650,-7325,4278,4177,2153,-8416,-3267
-6612,4132,5282,-6413,-4758,-3028,6585,-8793,787,-4686,553,-8307
7028,7192,-3811,-5838,-6550,6900,-9889,-7902,-3034,-9823,-9954,-8533
-8563,6703,-5112,-5968,3210,-9700,-5385,-8031,-1529,5646,-6642,-2149
8815,954,-2981,-3800,6149,-2643,-5627,-736,7162,9565,-4879,8718
2794,3764,-2046,-1140,-6287,-9190,6869,6459,-4524,564,-5579,2909
-9844,166,6554,9374,4867,-7451,-7328,-2299,-4607,2791,3798,8072
989,2572,-4446,4272,9841,6438,-4553,-2584,-2923,6543,-4025,9718
-1750,-2983,2016,5033,7180,-513,7688,-5124,-5540,-4130,-6657,-4956
3915,7943,3414,2294,9527,-2635,6595,2923,-749,8073,3083,-6289
4103,-6755,-4374,-1489,-4541,2429,-7341,6827,8565,-804,1996,4101
-1077,-3738,-8134,3758,-2574,-2701,6559,-1843,-5243,7400,-6781,-1251
-6747,-2905,1492,1165,-184,-3318,-3722,-183,-6691,-9375,5719,-8009
-1253,9617,-7853,9394,-6345,2704,2174,7510,-9223,7816,1897,-6975
-2964,6620,103,-4073,885,-878,1933,-3500,-7551,-8821,77,1350
-795,-7927,-9070,6530,-2826,-1905,7968,-1443,-5612,-2228,-7179,5467
-9159,6100,-3347,-2085,460,9802,-5624,4484,3490,-204,-41,-521
-3049,6924,5493,-9103,3530,3098,4971,9082,-3737,-6740,-8506,-4168
-2892,-667,-6494,6645,-24,7429,197,2014,-7189,-4264,-1506,6494
-6168,-4855,3728,-1355,3233,-7558,42,9365,-4503,1811,-6723,-3141
6088,-2170,2055,-8852,-6117,3805,-6431,-4326,2472,-1403,9146,-1323
-9175,4923,-3799,-1539,2875,-5010,-647,7193,1032,2956,5642,-1351
532,-5134,8746,3021,-8545,7383,3209,7542,-8709,-9078,7661,-9019
789,-989,-5890,3025,-5419,6150,-4844,-3132,-4173,4952,8876,7077
-2714,-6327,-5576,3781,-8993,-7534,-9372,-7800,9326,6078,-7998,96
6563,-7537,9918,485,-9964,-3999,1217,3097,-5612,-7704,6767,-8474
-5504,-854,-1515,5411,-9983,5625,-7975,3098,-4572,-248,-4815,-7060
792,5363,8513,1458,-514,-9286,6111,4615,6020,-8913,847,1233
7433,9753,9722,-800,-4103,-4477,-3768,7314,-4820,-3562,4259,6686
6335,-8771,-2565,-9400,-8709,-5271,-5665,1264,7852,-7237,-7217,7324
-7254,8821,753,184,-9318,639,8454,5722,-5914,3014,-3063,5778
-4412,4606,-8201,-342,7049,2519,4198,-7933,-4143,3187,8527,8127
-9115,1093,1105,-5348,3004,-4741,5529,-5628,3516,-8853,8691,9899
5312,1252,-2106,2213,-654,7325,-2990,-8673,-8199,6916,-4300,9786
-3161,5209,-3718,-4113,-9284,-7639,4397,1124,-1317,4997,7386,-2802
-720,1455,2186,-8563,4185,22,6390,-4274,4741,-8020,2610,2361
-2159,-6359,-3669,-4590,-9992,8679,-9158,-4919,-6057,1461,3193,-8373
-6241,-1848,887,9724,8102,-1273,-1805,5932,1792,4199,-1774,-138
6712,9941,8953,1817,1931,-7192,-24,5972,4834,8473,731,4126
-2522,5588,741,-4291,2725,8120,-8222,-3685,-6311,-9560,1883,-261
-5005,-9696,897,8452,-9197,8733,-6571,5814,5956,-4688,1111,4915
-2373,-8560,-7646,3680,-7920,-7197,-2341,-2870,-5837,6492,8376,-6657
1780,-9426,9556,-3661,-3241,6559,4657,-7980,6259,9996,4371,-5799
-2707,5233,2528,-3578,4612,-2943,7055,-1608,-1071,-2048,5113,-2949
-8037,-9787,-3297,-7722,-9885,-6840,-5163,3018,269,2515,-678,3427
-5373,3068,-4431,7964,-8313,6435,2549,7180,-759,-7686,-8067,8795
1379,-1988,7632,-3997,4143,2882,-1053,590,3622,4775,1975,5838
-5374,-7593,-2618,-42,-5133,-8519,-7803,8332,1084,5018,-3601,1856
-8329,-2097,-6331,7387,-4738,5667,-7121,299,8383,-9707,6541,-494
-9880,-527,-7274,6200,1569,8103,3198,-6215,-5508,8554,366,1179
-6855,-1912,-4859,-5091,-5634,-6700,-695,6717,9900,7207,-6841,-4761
3870,-3235,6507,-4775,-8151,3867,-3105,628,-7984,-6589,2960,-7835
-2013,2618,-2675,6418,-3452,695,-4541,5045,-996,-3424,-6928,1792
6813,4254,-1615,-9306,-5950,-6958,1189,-2151,5831,-2665,-2173,6874
-9030,2362,-7048,5713,-7236,745,-1109,1271,-2045,5428,-9133,2938
-7332,5488,-7428,-2182,-3820,-8460,-7556,4323,9444,-5824,8867,-1950
-9081,4199,8686,-4076,-1810,9271,8338,5744,-3376,6887,-3853,3250
-7562,9762,5929,5656,4489,7928,5513,2996,2644,9603,-6788,3341
6342,133,-7033,-8929,4470,516,-7468,6880,5081,2577,8085,-7592
4727,8310,-4680,-4841,-7639,6956,4638,-5059,6426,4737,5770,6830
-4301,3894,7824,5596,5051,5367,-966,1620,-9208,-6074,629,2978
4731,5548,6995,355,-5871,-9635,-877,9922,7045,-3089,5171,8802
6609,-5061,-2976,-2555,2118,3704,-7965,-9389,-4825,-569,-6385,1743
5145,8271,-7696,-8302,8348,-9175,-6920,-7456,-501,-9938,2461,7540
-543,8500,-3765,-1019,-7747,-9548,3527,-3862,-4290,841,7845,4186
8097,-9535,6385,-2077,-1487,3569,-3227,-9295,-4156,2046,6726,-7206
842,-8028,1328,7321,1106,-8821,8170,-8587,5189,5051,-7868,-9385
1046,3468,-1865,5367,6778,7601,2812,-3955,8514,-77,6165,9112
7429,-8303,1907,-3677,-2021,-393,-5992,-6866,-5670,-9077,-144,-7275
2176,-3116,-1996,7681,-148,-2500,4099,9736,-9440,-3403,4713,-5766
6911,-4334,-5712,655,-1260,3760,-4318,-279,7881,-4084,-2242,4888
-6014,-4282,-5002,666,-6952,-6413,-7794,7351,-4766,-4602,2808,-9511
7224,-2981,7863,-9129,-7923,3170,-7975,1312,665,-5267,-2127,2486
2313,8431,2835,-9027,6468,-2423,3095,-330,-4817,-3770,-5505,-7676
6496,7896,2565,2783,9159,-1384,-8353,3371,2785,-9107,-7376,-3328
4445,-3320,1920,-1745,1518,5850,-6899,5470,-8959,-6138,-6261,7213
2632,-9664,-7034,-553,8959,-4709,5191,5703,-1085,-5008,-8519,5090
-7061,-5463,4290,-5244,8420,-4806,-3194,8891,-4967,-9633,4286,-5883
6840,-8352,-5708,4093,569,-3457,2657,-6174,5195,9958,-2511,1644
5488,5542,-9844,2351,756,8907,2899,-2186,6236,8771,-2012,-9070
-8889,-1262,6312,8241,6812,8800,-5291,-9398,3917,7565,3764,-4053
8697,-7225,-4859,-6780,-3255,9101,5508,9862,-3448,-2009,-6969,410
-6028,-3620,678,353,-4050,-680,5721,939,3630,-9255,6565,3785
-3535,325,-8273,-9323,-6612,8639,-3567,-7469,6637,-435,-7131,35
-1648,8582,-9059,9240,3106,-2617,1123,9874,-2434,-4423,397,4249
-7053,-8505,7823,-1336,3223,9604,821,5924,681,-6535,5322,7470
-1790,3696,187,-1987,-9073,6780,5858,-69,3994,457,-8519,4908
5012,3252,-3826,1706,-1294,726,-811,-6060,3099,-9853,8833,2387
-8698,405,-7062,-205,7874,1839,-8564,-7497,3910,8103,6148,6396
863,3614,-3278,8378,2480,-6455,4739,2826,5854,-2468,-4989,-6589
-4335,7592,-1556,7863,3879,-1417,-3849,744,-680,3386,6554,-7534
-3546,2721,-185,-9182,-6979,-5949,2250,9883,7235,-2861,-2287,8324
-1828,1988,-856,8098,-4217,863,5366,-5455,9204,-1358,-3111,4168
-1379,-9346,8098,-3133,7352,322,-8794,4683,-5629,3762,505,-2012
6235,-3403,-4164,-4756,9985,704,6527,5311,6806,-691,359,-384
9807,-292,-2386,-3362,-3029,-4100,1606,-3936,3328,1915,-7345,-1233
5104,-8653,1090,-7958,-4216,-6975,6140,-3656,9847,-5077,3715,-2435
5100,100,2644,8723,4222,-9242,-2144,5710,7741,-713,5841,-3233
-1751,3931,-7567,6582,3804,9689,-3126,4731,-2423,-4645,7393,-2833
-419,-1421,4877,-1322,9283,-4373,1226,-3393,-5759,3838,-7851,-4102
-296,-9219,-795,-4709,-911,3984,9779,-2701,-4263,4809,2482,6380
-4686,7620,-292,4335,-1588,9779,1221,8126,3791,6166,-8989,-6883
-3794,-1829,-6613,-8413,-7864,-4511,-8542,2703,6521,7163,-2190,3195
-725,4958,-5299,8927,4275,-8917,-9670,2463,5811,5104,5088,-2710
-5470,-6779,-4695,4303,8020,-7015,3232,-8164,5683,4162,7404,-3853
7621,1360,3995,-650,-3888,7800,5541,1263,-1450,-6502,7171,-3767
6406,-8976,6626,3781,7087,6051,4319,5829,-4909,2751,1445,7485
8546,3353,3466,-4820,-2019,-2676,3902,-1010,6513,450,-8143,7180
-3479,-3581,3053,-7399,9520,-3579,-1215,-3995,-9958,-5272,4229,6968
-3167,-357,-3390,-6523,-3434,7280,5312,4343,-4324,7754,-2036,1114
7221,4307,-4025,7343,57,-392,5057,8224,-5709,3962,871,560
-5801,6056,2103,6829,-1961,-944,-6365,7197,-4010,9860,9806,-2117
-5998,831,8971,-6167,1339,8824,9458,7528,-8314,-2194,1262,-2165
3250,6832,2824,9556,7700,-8888,-9213,9327,5297,2758,8625,-8974
2467,7649,-2066,2276,1201,-6485,3014,-6099,6273,5534,3729,3145
-2153,5812,-91,2311,7946,-5008,4614,65,5583,8456,8959,-1893
5624,9336,1806,248,-2892,4637,857,-920,-456,-2405,-8353,-4591
8062,-2870,-6902,4994,-779,2669,2684,3349,-8091,-652,-2402,6522
9335,4372,6886,2998,-505,-5329,-7829,-4878,-9932,8798,-4180,2416
4115,3524,3081,600,-9869,3513,-6560,491,-6582,-362,3534,2661
-6742,-4575,-7897,1762,-7728,-2671,3044,6162,-459,-547,-7096,-9445
6588,-5220,-6227,-5861,9818,9706,8723,-2678,-188,-4899,3039,3959
6390,5522,1897,515,-9339,8424,8445,7792,-9879,3431,1942,-1207
-1777,-9911,-5390,-7538,5744,-5497,-7669,-4908,-3154,-37,1648,-3874
-3618,2484,-9384,-9260,5076,278,-8356,-9169,-5243,8414,-4753,-2052
5091,9722,-8247,8441,-8173,8397,-3797,2141,7975,-9966,5787,-6911
-9726,5813,-4031,-7906,7945,3490,6070,-9718,5461,-757,1204,4911
-8310,-2540,-6577,-8813,8102,-7055,5716,7143,6749,5738,4243,3112
-6725,-6807,-5086,9058,-6392,4480,-7869,-4371,-3475,3774,-2168,1388
6105,7813,8450,2169,-5863,-3556,6322,7146,-2093,-8143,9984,-4286
-4922,9090,-7165,6227,6108,2720,6365,-604,176,-2705,6241,-8115
-2686,-4105,647,4658,831,1984,-6962,-9430,2269,-5456,-4955,-4839
-5912,2827,-7696,1671,3908,-2566,7846,2219,-1429,1094,9753,-601
3912,-6276,-2064,-7070,5827,-7200,3980,-5053,-4551,-2736,-8466,5993
-5555,7729,-574,2554,3817,3072,-2733,849,-4125,-954,7117,-7780
4818,9514,-3231,2113,-3928,-8735,-3838,7157,794,87,-3808,2230
3940,9006,3610,-7298,-9199,-6232,-3614,-4461,4264,-8889,-6470,4311
1796,-1090,3565,4334,445,-2569,-5231,5058,-7420,4295,-9089,-8008
-4139,3875,396,-1625,9538,8323,-424,1866,-2200,8787,6957,-34
-7927,-5512,8875,9658,-6192,-7207,7755,-6003,3780,1404,-6366,3124
-1223,-6505,2816,-3123,-4038,-1399,394,-7873,5676,802,-2085,-643
-498,-2162,-2233,-659,-5672,-3538,1557,4169,-9286,4894,-8271,-2516
-917,-1050,-9570,-247,-6541,-8620,1791,-6605,-7735,7542,4429,-536
-8775,2696,9949,8346,-7679,2998,5321,-9343,-1099,-6047,-8839,-4034
790,5656,1848,-5544,-4835,-6798,4495,3960,-8298,7889,2736,2003
-4280,-2697,9715,8510,-3144,1741,-4966,943,-8105,7744,-514,-4263
1905,9916,5853,-3577,7321,4899,679,3970,-6559,-9951,8928,4289
3634,6277,-5809,7675,3881,-2934,9652,3831,-9328,-4833,6583,-6425
-6226,1193,8952,7259,9756,92,-6652,-7797,-1785,9847,5559,-5249
2630,-9945,-1784,-1215,-3124,-9764,7545,8910,-3230,-3996,865,-5033
6270,133,1137,-8922,9412,1015,7405,9934,-6062,-311,6033,-3619
-6774,6160,6236,-6413,-4601,2796,8267,7547,6550,4519,-2411,1161
-1867,-4372,3772,5791,-5235,5204,-2538,-1074,-896,-4968,2102,5868
9775,-295,9350,-7169,-3171,-4192,514,9631,-6289,-6521,-4054,3454
3839,-7330,-4569,3849,-9130,-60,-8837,-1887,980,-7339,-6266,1327
1829,-1368,534,-174,-8604,1720,4068,-8554,1944,-5460,7158,1565
-6650,5984,9466,-8272,1965,6961,986,6337,-1413,-1329,8298,-576
-1384,-264,-9250,1143,-7286,-5373,8118,9890,-8717,-1964,-1777,3039
-4272,-4433,-8737,-3527,4159,4336,9397,9077,-7958,6738,-6611,-5207
2906,7096,1928,-4536,9393,1867,-1062,-1941,3772,-1116,3162,8714
-244,-7600,-8459,-9218,7715,7468,-6117,-7972,9698,-5012,3921,5482
7822,-7241,-2932,1001,2190,9081,6852,7573,2292,-3264,6706,-8094
9721,7066,7113,-3413,1542,5320,-3416,3903,7141,4185,1282,-758
417,-1625,9167,8564,8358,1105,2465,4644,-6587,6882,9125,-6194
